year,tmax_jan,tmin_jan,rain_jan,sun_jan,frost_jan,tmax_feb,tmin_feb,rain_feb,sun_feb,frost_feb,tmax_mar,tmin_mar,rain_mar,sun_mar,frost_mar,tmax_apr,tmin_apr,rain_apr,sun_apr,frost_apr,tmax_may,tmin_may,rain_may,sun_may,frost_may,tmax_jun,tmin_jun,rain_jun,sun_jun,frost_jun,tmax_jul,tmin_jul,rain_jul,sun_jul,frost_jul,tmax_aug,tmin_aug,rain_aug,sun_aug,frost_aug,tmax_sep,tmin_sep,rain_sep,sun_sep,frost_sep,tmax_oct,tmin_oct,rain_oct,sun_oct,frost_oct,tmax_nov,tmin_nov,rain_nov,sun_nov,frost_nov,tmax_dec,tmin_dec,rain_dec,sun_dec,frost_dec
2004,4.967949058477346,-1.896654014977388,15.000035705496465,56.63034047270787,17.105265845638648,6.57800866432268,-0.4196111393301537,57.73908826556149,53.5932685026913,12.206420983980557,12.69139701943274,0.49485269219690076,54.40336898249944,99.56409116331116,8.69964497365029,15.446537776553775,2.5618418209133886,74.21819934854332,146.8188584742483,1.784621344478429,19.800853795846415,9.878364819314458,48.667741801453666,201.85039549543916,0.6432247504958595,24.039658410894717,11.71172986633267,57.84295713787522,188.3102153840788,0.12921582456956213,23.39179148202159,9.99437941980647,67.85807647483801,261.18575201747376,0.0,22.985403942935093,13.742985113206238,97.03491845481058,215.6705970725319,0.0,20.22565533834274,11.649851702977822,48.37264477575837,140.8193918403939,0.0,13.57000708761193,6.647204379193755,96.68122994015643,110.08849855157746,1.6214697468105685,8.562283096626684,0.6241710295640117,75.89597598864886,54.35784312464438,7.729280129614062,10.289661351767291,-0.14149650996117652,50.340074523143905,37.44185442276674,15.722668563795132
2005,5.1699056158066465,-2.72593357398084,70.16727742049086,44.988919358457544,18.80994666432632,8.620072098571972,-1.0367862747905012,69.21524542602668,70.71248286053773,14.27916051268333,12.227099225941712,0.9843720140109518,40.34675251523807,144.31176532964676,7.497837001840189,14.894527305137006,3.3538529047807764,61.989384582292104,216.04749175126784,1.3987006286185908,19.536329185009137,10.194664666498515,68.32753078383998,213.57115388749202,0.0,23.64246064581147,11.275426881994541,84.22173491575732,253.29320016296322,3.88434546302792,25.869449759820363,13.8909555798986,63.49891742839205,217.81576289803127,0.5077257651925366,24.056897884791457,13.202153171523538,83.71675564094328,182.53900226973158,1.709817841693568,22.475672601009798,9.858317767610705,21.806611817845294,145.41227230973362,1.945491819841664,14.965697906551677,5.300837321246107,55.15688903604976,118.2397654174467,2.820100352302069,8.641601851245458,2.0598107058223745,52.94835331721121,47.390115977887355,10.423063534204163,5.01651929618299,0.9605902249905958,94.6656630124878,45.989865388887765,13.352569530922928
2006,5.605595135504914,-1.0290347276690994,40.088919297952884,52.43269461291202,14.231440313260297,8.781519082692345,-1.0575407567580717,53.01739483809259,72.9745226512345,12.611642539443885,12.380040702212913,1.4301156120529708,63.06945946185866,99.76288099537346,8.189569369319617,18.408393498587426,3.2996024104733106,43.81720798633995,177.71921927905814,3.269372672909397,20.02594514891034,9.087024556177196,83.32915083979717,233.29099525868668,0.6147279853927688,22.638113518072185,12.307088441443277,102.04769773045669,210.722561679162,0.0,26.66062100393046,13.355542603255682,20.89194817174735,259.23604786168954,0.0,24.36420007654376,13.398376396682817,63.4289942360232,237.879821102734,0.0,21.269658697264124,9.6885439868993,73.29858865597505,174.7688196163133,0.0,16.628973174262548,5.8568438658631425,80.75712706648233,110.78477518607112,4.757275515192683,8.664801026442221,2.080819844658163,59.65044709402081,52.49876679161723,9.199912852913075,3.075534087345118,-1.7644189029756252,44.17784302920573,45.70184555184146,16.565920058872887
2007,4.843326172193793,-1.2025860678280127,56.155860691367494,58.714087269561425,14.608970298714139,7.357553474102177,0.6702371557389153,57.51641254909767,71.9906069742868,14.501569138850712,7.445151560501144,2.813450383437089,40.188864753088644,90.67563318394144,8.76680389928747,17.560487817744438,4.33506178244677,70.72243002884848,204.90388688521898,4.972371680376071,21.95994679405709,9.39055298928627,71.58410641693345,151.94102564308494,0.0,21.735130107025714,14.105131260997377,61.570226657569435,218.97335501879965,0.8272280640607015,25.06540366955868,15.534061248516903,48.792311488779866,236.71395720568486,0.0,22.51996623316894,12.265877090913657,59.33333765312858,201.15500325931836,0.0,18.39052380449225,9.900273312845567,32.915033267441956,178.24134312855045,0.12365962940175493,12.813672750802604,6.128949107540164,50.33295009098363,110.0269985391021,4.0106756690347165,6.187241295531383,2.6380312949769005,57.11760967980047,60.53855563071634,8.319794942356534,4.372046002391771,-0.8828647227999418,49.477495792331965,46.45604283159159,14.031967473007914
2008,7.851786028629511,-1.072792976577545,43.31128834597736,38.6471420554038,13.295290485616082,4.623796085491765,-0.1794480187862199,57.63087534844901,53.3974976286626,14.342557471114173,10.775408422474841,2.1761516143826594,74.18330942383136,141.81573717247872,7.597204028141252,14.16321166187707,1.9178215184048342,43.13397023250007,159.77452658901456,1.5192307092732245,19.303114549361542,8.592222259550521,65.27802438203035,180.4999225752962,0.2529820079500915,23.662910974354112,10.191521107068585,92.51318140505226,211.82053273383255,0.028274434417271493,26.062321634884835,13.779859357516202,77.15645941043842,239.90578369946294,0.0,25.04225528780915,11.627528551215207,61.95407470397742,213.92833280171615,0.0,20.307193732841604,7.741781145402833,50.12295166066269,162.22827762738675,0.23978458799610056,13.458487288611064,8.01884940903764,48.10959045981724,120.2689509082961,2.640791542807527,8.030659035234295,4.630373071131414,38.51453702838336,62.58302193228251,9.500873477064466,4.494069686385033,1.1709583600771944,60.12409296532042,41.732161775679145,14.390482758156832
2009,4.798536887794178,-0.02703007220826148,68.09256388911152,36.88601020071364,17.95651036431723,4.506262017946488,0.7390554452099887,66.90057705241375,58.54485248274042,12.383778568068124,9.841442997271097,1.7420947636535176,45.379485737213884,139.61863498005013,9.965463119179413,17.593525716184935,3.8253983681060375,51.547839083215294,123.33490474253148,1.791194900255717,20.947277449646187,10.438699388257877,44.07867369052164,182.22607222541316,0.0,23.42024173822941,10.528475776094025,73.26919036704975,199.71868105696296,0.0,25.819426372005548,13.507706723773126,52.145053970521765,226.21846176455884,0.0,23.944983455176807,12.689444724799477,88.7756490690849,233.08965219610496,0.0,21.545431606766105,9.599416612292789,81.11624347655955,168.87141261275426,0.0,15.671575388715416,4.6149486175178005,43.0280343562588,86.19568114921488,2.21441464214556,11.598772499227637,5.177560175431159,71.48491982593363,59.131966918291766,5.298413398770892,4.685989300398967,-1.4453405022898866,52.89347183410324,38.991137088491264,13.29186413345431
2010,2.0310502844363185,-0.10250769265895943,37.299740075293194,51.79435148083362,19.111124004624962,5.620923112620365,-3.5363450272955954,45.70993667179834,81.560076167485,15.93752118133089,9.655675608321374,2.596039067883826,43.0203431482992,123.01346835679746,11.966515020525552,13.24554450740727,4.804487593793488,62.716937334129646,191.87321154224884,3.146974730206343,19.962075809256152,8.03002171909385,75.65166576614726,189.70423173507768,0.9323578347840762,22.44558449593455,11.952520472682624,64.42937513314293,251.31512058740242,0.0,22.34045129768968,15.01430580085679,43.69681858447286,207.44506131661572,0.0,26.561657139756225,10.437190943225565,116.4794736058799,249.05783209238018,0.3348583711937395,20.41765899907557,10.342664889829189,69.3802037108281,175.48517406280138,0.8334066990051727,15.134371021882874,6.2631938956312085,62.05017096875652,101.93019458444527,3.7006551453005967,9.890335083421293,-1.0284663615971361,71.80621397753569,56.60657360642989,7.971936865331154,4.917222320366672,0.8489352639832162,83.47676601139572,35.36273399305834,14.610578430686802
2011,3.542514898188071,-2.655541797746716,44.659165794265576,56.46795104287069,17.42968756806413,7.769628130145939,0.3701149442175965,57.742674306724375,63.264443250159005,13.64788381701091,12.700614287841525,2.9051495957762894,67.83370057211964,138.28069713501995,8.527172311312373,17.10522535747464,4.468174488901128,40.44906825474265,160.96409264239185,1.8826460327903263,18.48723258753843,8.326577595141378,53.35918165900081,190.76115411082878,0.0,23.319940561059408,11.50144657043467,49.066771694170285,236.26067280694505,1.4063552064398377,22.588660203446537,12.584730265720543,46.15543770382863,197.57334301174416,1.2442122628976227,24.209260791840794,12.682582190427267,23.930477440678438,235.49223147424755,0.0,20.589898945399494,10.33285232554983,84.49185472509572,128.5883104211413,0.0,15.275774317130542,8.660613417813025,89.15945388231903,108.30213579057536,1.262545721551929,10.210683894955965,1.3317445603546376,68.57443984841194,59.17012881312467,9.59031486124832,9.639490058366617,-0.029100839385479582,55.075209298703776,39.846554126848034,11.346386142666322
2012,3.9579303033664126,-1.4911389257357248,46.35254143407923,51.14266154025292,14.766370101426698,8.681546000986707,-0.49975152209816315,49.8604951829206,66.55710547661437,13.232786025788469,12.737647397001451,0.9594437411469199,40.12825266387115,119.30513696043754,5.981193614790177,14.271113210417754,3.9285349517464097,69.42742148175999,171.49839289279765,3.290384867051317,20.77634694325196,8.335153853920724,78.19976184850668,196.9033474120251,0.39804352409944266,22.125862013582626,8.573419410068285,62.38155633736707,260.8836273892231,1.3893231033623883,26.448096226886754,14.983356866167462,61.59583663730588,236.80739190549306,0.0,24.025890715959424,13.73892537972537,81.6699198690387,210.50285760928776,0.0,20.500791938284895,10.721448098714937,34.01061330959625,104.89165712470628,0.0,13.168931361128763,5.890231762823227,62.118283783059304,97.86133755788754,4.178701301706118,9.49011714690348,2.860569231532994,71.19972859278124,45.604626778308656,9.558667681130403,5.38635357019681,0.30457674068945506,44.09878395571697,30.677447403903614,15.226834487037543
2013,5.564614289146275,-2.0824618652290123,40.65055915896754,58.44076088311077,14.215882160699008,9.464009429883944,-1.5807448815774425,59.57587888412574,66.54950600463566,13.904781146623515,10.68382899682871,1.804648512713247,50.61378763093582,106.20898520409739,9.111236518130188,14.730179650292623,4.225680101591978,38.59323531895954,101.58224194481606,2.7134583560997463,23.118923132419376,9.441525145477629,69.59553202557771,192.11327512375198,0.03369883921806957,23.820678672762813,10.083024621629386,86.729273046043,238.07104742298012,1.0772785885619016,25.657713608214593,13.523539989232788,72.11150224740275,250.41758761407755,0.0,23.63959734065465,13.122227554314383,87.88236272691337,175.0387968101617,0.0,20.747141261854775,10.061065242227222,63.12014995866735,165.85487674980402,0.0,17.23479515790312,4.578915225828181,48.844308016785206,103.37373752765251,0.0,8.736218393351892,4.493764198873621,60.37595678932731,56.903282472179136,6.1097528522411295,4.575457887940784,-0.9502356563887244,58.804555613253434,47.689862770022614,14.836536591087686
