year,tmax_jan,tmin_jan,rain_jan,sun_jan,frost_jan,tmax_feb,tmin_feb,rain_feb,sun_feb,frost_feb,tmax_mar,tmin_mar,rain_mar,sun_mar,frost_mar,tmax_apr,tmin_apr,rain_apr,sun_apr,frost_apr,tmax_may,tmin_may,rain_may,sun_may,frost_may,tmax_jun,tmin_jun,rain_jun,sun_jun,frost_jun,tmax_jul,tmin_jul,rain_jul,sun_jul,frost_jul,tmax_aug,tmin_aug,rain_aug,sun_aug,frost_aug,tmax_sep,tmin_sep,rain_sep,sun_sep,frost_sep,tmax_oct,tmin_oct,rain_oct,sun_oct,frost_oct,tmax_nov,tmin_nov,rain_nov,sun_nov,frost_nov,tmax_dec,tmin_dec,rain_dec,sun_dec,frost_dec
2004,6.734128467268005,-2.669951818521512,52.12332925689618,49.10223360946077,19.47792384856374,5.482146293164505,-1.5898945182175814,44.99083127779897,86.60692811058173,15.718050008538002,11.060764057609477,1.0045997035510115,56.54157507042572,132.1684917311134,7.113705722616635,14.948891056771846,5.176947367676746,51.354338795861175,113.26955478086343,0.9224474154139912,19.61279630548717,7.6350885181357295,88.4150860818438,199.44613497643235,0.0,21.127503266564787,11.734584345737918,102.06795086304227,206.09748084567738,1.3086216555855048,24.80200165733724,12.784762156832697,89.24218149779205,222.90983048545186,0.18478615976001506,26.004622756133926,15.025692689069952,77.3384765744112,177.88867534601326,0.0,20.130189394076755,10.499343617827058,57.04176029058472,138.05976204676122,0.5735417547483397,14.93538938340289,6.741572446175931,44.47766603312771,115.4262308410772,0.5524506443151456,7.841454412770853,2.3622174076763067,79.4813914124827,62.71946658484801,8.637374786013078,1.891058598940738,-1.7259546796825298,71.37166054316393,46.0819945600422,16.364817565982275
2005,2.066792949738251,-2.335795390570291,82.88301223438367,52.835211764329586,16.7963308986061,5.0054847842686625,-2.0158143729467666,37.932999370220614,88.47599408581524,15.646095272852147,9.998512032654936,0.9762097085786691,29.60541347700969,131.02351766580105,7.909290034937412,14.584002665865032,3.446386643523568,68.39842201168827,154.00748401789622,2.929563078675083,21.742788050699907,6.616681552272185,87.8840914812073,225.92627812673172,0.0,22.531383696394837,9.866405369438876,51.73662590890385,232.74643419943897,0.0,22.530972729945553,12.931945260560338,118.13303198665383,243.60407045595773,1.5716012582393706,23.244004722411386,12.247076109902606,98.93379769798338,241.50301019253467,0.0,20.93728671044731,9.099836215709148,104.73031287631991,118.72782630826993,2.3022523153189294,11.753779697461738,6.967808032394574,56.41571060602878,102.51984206422775,1.6368446416123767,6.6078167843591995,2.3181071479454975,62.59510203069709,58.303999208596295,8.960123636379901,2.6930782038564365,-2.1590809363871206,75.94514001092013,34.55444802716009,16.781706271659075
2006,2.807829705268109,-4.833083119504346,72.51770072603603,43.664935947725795,17.30275840002989,7.103880153211515,-2.9446529525313405,57.72447122157551,74.61798114012366,14.859616232596682,13.326821215207866,2.362948793400192,56.42205964342295,112.73767723306608,10.040329404185885,17.474414594991625,6.60646109629937,48.84302338734139,200.74506529666183,0.6332583183260403,20.38230961204456,8.949239704892333,111.54797150885302,175.02773522938247,0.21902573058731825,19.70736036939518,10.7439217380313,99.48989251978053,216.12716210156069,4.1879567495460615,23.735907509525102,13.525021219748416,65.4399261554723,161.33411481762073,1.3475323603621057,25.358179253952645,11.349471352223159,44.37564584340716,189.96972929363935,2.500538680265901,17.26778797617659,10.3181562292344,67.56281929706742,152.7563811002988,0.0,14.367473069210284,5.127045920014769,48.41121342146737,106.57559411143359,4.667433730823905,8.319262152925836,1.5827423094218922,77.81255006427774,57.58666392392405,11.149256350008962,2.986281556139091,-1.3626213039686532,54.18414079033559,39.58902234130077,15.035141146362081
2007,3.056919933060107,-3.840709051204572,61.64705469284053,48.195662777252394,18.804836572734978,9.020598798264325,-3.866049551859368,12.976361401878258,68.14165364441607,16.11494519877413,9.433259997437444,1.6929773052206407,70.66215062198158,120.29228529881755,11.327152376497462,11.595747339995789,5.001439277170249,74.3874607186639,162.53903667069397,4.505304843970424,21.661444326869514,10.819384698245795,134.50185703688416,201.66576587946867,0.0,22.382848070994655,8.290611651636263,120.94470342911896,284.00470437888816,0.8487503232921021,22.36778173256176,12.306369963069075,71.84722793750356,280.92550437039574,0.7535907288750562,24.957192950887734,13.424235656698215,59.990074298945316,180.2668126811542,1.0211077271948878,19.62931732082239,7.270281896769856,80.32752644246135,194.00151261586558,0.009587821803935123,13.526053231056073,7.138950830462928,51.77042592218902,99.87193811647221,0.6922446451508875,7.263201796499668,3.7404007578164093,74.20277776868517,61.07428337178306,8.991189063709083,5.4844589803270765,-1.8772383172458487,37.24971469790995,40.8657521546355,16.263265382358036
2008,3.5193566838602055,-2.691060074872585,43.5671370246679,56.27934467943422,15.59508204110682,4.1190528636822155,-2.2926261241805483,53.134257119739225,76.43202334814109,15.660297588609449,12.034016186922052,3.904279924664493,50.163127698018286,112.93003661171807,10.057883703310468,15.29763900804586,4.655348059088149,74.62596313863955,158.0107789698316,4.09040186255456,19.622949269543263,9.972845969653642,77.89027784012585,204.20766807040408,0.40538425554105056,24.198787893832666,11.495075791637529,68.90188352059138,156.58791333821432,1.5510147839700805,25.460411764770342,15.49433703241596,102.77399387983723,227.92267427107421,0.26904973639521995,23.19594273517659,12.155442976648734,101.83670292952672,247.19659146751314,0.9057125371184551,18.778502212862243,10.009578290081322,68.4410446931649,146.47954519051046,0.0,12.754086818620776,6.9345781671670865,59.18470422210695,99.94946588974899,3.1148482859599125,8.91627267732298,0.851823861839585,42.37725238316732,44.012386290049875,10.632823562338062,4.881883691360297,-1.1967331167394093,70.1145712165948,27.834450599194593,16.164412190200665
2009,4.17495211641571,-2.9151207895720836,16.203077982668013,53.97034707034274,17.61407031168768,7.056262953025908,-2.1247169118945943,37.97754224746771,73.75078357047467,16.084270217078938,11.508758574299748,0.7432326479125657,48.4184252316258,81.83815249986526,6.937526636312989,13.746824944845397,3.827345744404136,45.76267974829601,127.52513776486455,2.944753996411975,19.467293715220514,10.071080187694351,75.8527085796337,192.960095245256,0.0,26.405783517658968,12.273675185786656,75.14941108962753,147.94531921657838,0.0,23.12115306381675,11.865826605643687,96.4390542952943,190.68003618249526,0.0,24.95637557364248,11.150733609737507,21.060810559229267,239.51642461367527,2.685612276920887,19.560510558874995,10.323771104039222,78.09199095823328,216.52565299368231,0.0,13.31884135151926,4.973122723892972,55.89385840238499,106.57960721628385,2.876617236445606,8.214037385440028,3.8736052574205573,59.52152708982927,67.46474049983014,10.001859594018482,4.534667098220872,-2.3196507823145027,74.48555722044313,29.49616052889138,18.309835862657906
2010,4.501297803229791,-2.879450271545818,54.791942681458195,56.814230280644,19.220434502957016,6.194424395674723,-0.3615579862015903,68.15224381947341,93.12763841198759,12.762688409786676,9.718203106176592,2.172684443133819,90.15036028901315,113.99537139140429,10.90007881025813,16.84189349924799,4.127167601130776,38.07481280648064,213.392808190638,1.6976988017966634,18.38988362380105,8.822047690611484,86.40703451057823,172.47969714553142,2.514431836752918,23.28100197732611,12.586525520778444,98.70388365544869,209.78590591715218,1.984267795118392,23.719751176903145,13.072515154694184,113.98710793276656,255.52175543489057,1.3608988009183334,22.586567263272492,11.699964480637762,67.0951926281936,237.84283630119538,1.323890522933792,19.980946808992638,9.856258935998337,32.79784177576649,167.65668804494277,0.0,15.238516535811467,5.121699498472553,58.99789742058192,106.4787285214542,2.8796999790681106,6.329235817677006,1.297442894330589,53.95932383379226,61.859891323716454,9.8169715731177,4.720506476382687,-1.676438774036681,48.25840130375566,32.20298266007925,14.49637604349693
2011,2.2737335894015773,-1.9843838737788673,72.74630850554226,48.428782632254524,16.259985350132318,3.0661768265688627,-2.748440789109278,50.61209518358827,66.94829985270763,16.779204893251563,11.050017904545737,2.279325119709025,41.85728116652691,138.35217172378995,8.336006608225388,16.03771481557933,5.728891661754917,85.67106498306444,151.85019546611247,1.676568889968839,19.251360793555296,10.38528433355777,50.26165187207002,154.60180996223156,0.0,22.641388941841495,9.460910551244526,135.7270030276994,261.68510906688084,0.0,28.08961896283996,13.780200974755504,84.85291629637382,207.4052511117315,2.149428991137605,25.189213589799863,10.563674736178438,39.2341255417238,163.71168594738077,0.0,17.551679067325388,8.582506387937476,48.955674294418415,133.1078151600964,3.179278065076958,16.12883591902844,7.635962278895874,82.69362368169811,108.83100208344962,3.1659740160347396,6.608541308297923,1.6780520291523926,38.49572189695895,45.57845764235975,7.849458579084643,5.308218662546425,-1.88361034060135,70.85134678845205,40.10257392267886,14.621928596773715
2012,4.279216135579183,-2.8862011590811094,76.71253877752004,66.17856661824047,17.555522898693553,5.681945988067496,-3.07439708586589,33.3930365593732,73.08127338365145,15.738128498626448,9.719695244614515,2.8544683839310636,62.81231949943874,119.9647522151126,11.523681573976921,13.897616557575668,3.226776441274754,84.2506706565854,132.66134687001954,2.7755364514521292,18.930592494314975,7.619685640759273,110.13828042964342,225.87660566387703,1.0158212491523344,22.53452640396271,12.269992549581595,39.93402656975246,197.25121378345457,0.05619718430375967,23.615690374066798,13.722930093140889,171.47324158008615,228.80278793931032,0.6170124038940488,24.304107277705945,11.562347382657466,49.822622534672796,158.96428822799172,0.42161084898185885,16.44095578489751,10.27143760955254,61.05835670989052,170.84620379511912,0.0,16.328990637477126,5.42911596945472,23.759473039235804,130.35308482808568,1.0900706846938786,6.1670905146838955,0.06279123530364661,49.87951352749804,65.28511031337315,9.83721224220479,7.78205666876163,-2.7960741637333144,51.7798532952004,31.818168106429198,14.354739069345229
2013,5.180998856743621,-3.6037248791003527,62.453653409173796,55.26419834965315,16.42464778797755,4.263701181352841,-4.250206313885114,42.25989997454212,80.94974379301738,14.543998625688786,11.99006454073902,-0.5894665396854604,55.76722596257404,106.17843958102983,10.571080819178247,13.65492249352317,4.975084697201498,71.47250132430464,173.23462051086656,3.387355202718485,19.928615820039816,8.89993527955308,98.56107101978166,189.35702938663044,0.0,22.434310391476906,12.115609941708566,115.34794673390154,264.49674131363423,0.0,22.383824556813508,12.846205613581024,87.32217659617197,197.83269852644622,0.0,23.795442673283922,12.917066244054551,61.96666915760479,173.95026759118383,0.5549447146955967,20.207380415411876,8.517606045146952,61.64589936257026,171.91894862594285,0.19614254236329187,16.343871830793713,3.8893630820343996,29.313308602742467,121.92667978298157,3.5251774018001565,7.1779340254349275,2.8047105145563798,44.35785480180171,64.60690573431408,8.730836704871352,2.837452955913879,-2.50866796098172,81.08745152867087,37.682520338425896,18.26238610658542
